slope,cut_rank,keep_r_min,keep_r_max,cascade_r_max,frac_of_cascade
2.0,33,193.62045662565254,199.67681666590101,199.99679690765598,0.00016
2.5,15,155.76488953768586,198.83637863333564,199.98852931524357,0.00016
3.0,160,67.87036822289815,139.12019395247785,199.58453517160697,0.00016
3.5,18,32.96492562660672,120.90971941851743,199.36986847039893,0.00016
4.0,68,17.99832075627608,38.857711457212645,132.0108216121359,0.00016
4.5,34,12.12272363761022,28.123691466710106,83.75863196404286,0.00016
5.0,41,8.78567565699954,19.550740852706582,63.87686819225614,0.00016
