particle_id,radius_km,mass_kg,mass_earth,mass_solar
0,120.90971941851743,7.40409955064929e+18,1.2394493949289194e-06,3.722673385882434e-12
1,118.7222788554557,7.009471624536926e+18,1.1733885132651753e-06,3.52426021385321e-12
2,116.96261971445831,6.702392704551848e+18,1.1219833722392752e-06,3.369865406628647e-12
3,115.95982322565617,6.531474613558981e+18,1.0933716115498964e-06,3.2839302805336467e-12
4,115.12719679667273,6.391788559774742e+18,1.0699881070928688e-06,3.2136981677366317e-12
5,115.02638307833494,6.375011919110826e+18,1.0671796903532523e-06,3.205263117224839e-12
6,114.16596815128965,6.233021157380718e+18,1.04341037681175e-06,3.133872230849264e-12
7,114.08037292923628,6.219012159663228e+18,1.0410652646714113e-06,3.1268287108899442e-12
8,110.73527541379318,5.687829635413107e+18,9.521450855497119e-07,2.8597578763414853e-12
9,110.47549864579071,5.647893785411949e+18,9.454598073762753e-07,2.8396787127747467e-12
10,108.93048907988786,5.414233353637903e+18,9.063449523152337e-07,2.722197651809979e-12
11,106.50829950485851,5.061030585302515e+18,8.472186595762163e-07,2.5446124455998808e-12
12,105.095257511412,4.862257616432879e+18,8.139439805543641e-07,2.4446722927180977e-12
13,102.67653053240011,4.534215583974163e+18,7.59029605638031e-07,2.2797375379473096e-12
14,102.54084519065152,4.516263654719613e+18,7.560244450914785e-07,2.270711569454585e-12
15,102.5187425417156,4.5133438462778665e+18,7.555356679239547e-07,2.269243532307919e-12
16,102.20699008241367,4.472294621063784e+18,7.486640102691851e-07,2.2486045799045632e-12
17,101.93821537341663,4.437104813404666e+18,7.427732215902384e-07,2.2309116572836847e-12
18,101.00146869693486,4.315903011113626e+18,7.224839886475573e-07,2.1699731568457384e-12
19,100.41981331274306,4.241767285238552e+18,7.100736367945195e-07,2.1326987939376907e-12
20,100.17883592017782,4.2113036033919944e+18,7.049740035746079e-07,2.117382098521808e-12
21,99.74317059163243,4.1565988879934956e+18,6.958164110899848e-07,2.089877364596613e-12
22,99.3304820988997,4.1052181397547873e+18,6.872152521131477e-07,2.064043872933445e-12
23,99.2926664212234,4.100531285060479e+18,6.864306706559102e-07,2.0616873906745766e-12
24,99.2348457757619,4.0933719247275827e+18,6.852321907094988e-07,2.0580877686018457e-12
25,95.37857456321005,3.6344700308144123e+18,6.08411819663497e-07,1.827358581951216e-12
26,95.36314490303097,3.632706440838773e+18,6.081165939560013e-07,1.8264718746046968e-12
27,93.90327159255817,3.468412792737548e+18,5.806137678072266e-07,1.7438674218860225e-12
28,93.18265098198856,3.3891734399617234e+18,5.673490666533986e-07,1.7040270297255413e-12
29,93.16319370462062,3.387050824272519e+18,5.669937398896708e-07,1.7029598094807832e-12
30,92.26435431694695,3.289958727414015e+18,5.507404818289928e-07,1.6541433176869935e-12
31,92.18992117565703,3.282002747159275e+18,5.494086473708865e-07,1.6501431667232846e-12
32,91.53497172331565,3.212549028824551e+18,5.377820655594644e-07,1.6152228489957117e-12
33,91.26528612687746,3.184237615659476e+18,5.330427230267242e-07,1.6009882829170988e-12
34,90.76470909355139,3.1321292078983004e+18,5.243197535382015e-07,1.5747889346470953e-12
35,90.44620056417955,3.0992712879103575e+18,5.188193238412363e-07,1.5582684511746866e-12
36,90.13619181268277,3.067511685423547e+18,5.135027529582842e-07,1.5423001857407774e-12
37,89.7625454635353,3.029521844905886e+18,5.071432375950782e-07,1.523199447391492e-12
38,89.63124665384791,3.016247119086519e+18,5.049210428809054e-07,1.5165251086451536e-12
39,88.51897462695739,2.9053451485198013e+18,4.863560061232232e-07,1.4607652135429287e-12
40,88.4896983322355,2.902463406630499e+18,4.858736013126713e-07,1.459316315704251e-12
41,88.43754190615579,2.8973342363590917e+18,4.850149760408345e-07,1.456737443617185e-12
42,88.29416113904415,2.8832650237515965e+18,4.826597839024527e-07,1.4496636484884242e-12
43,88.13056985428446,2.8672683720796114e+18,4.799819376498327e-07,1.4416207650783398e-12
44,87.80626132050116,2.835731234517905e+18,4.747026074893922e-07,1.4257643517677458e-12
45,87.46245634680963,2.8025516148629253e+18,4.6914832513216356e-07,1.4090821223895005e-12
46,87.42637412611658,2.799084507547004e+18,4.6856792990172727e-07,1.4073389113423386e-12
47,87.30263301320888,2.7872160581831066e+18,4.665811464607162e-07,1.4013716279101757e-12
48,86.91260439889524,2.7500266435532186e+18,4.603556227295107e-07,1.3826733320360893e-12
49,86.11409670745795,2.6749234654970056e+18,4.4778331897235107e-07,1.3449125482658958e-12
50,85.86457628919034,2.6517385533644467e+18,4.439021548797288e-07,1.3332555122199218e-12
51,85.7948445344577,2.645283263084302e+18,4.428215365578001e-07,1.3300098863123212e-12
52,84.61031796705133,2.5372227142376765e+18,4.2473215499729807e-07,1.2756786166551076e-12
53,84.6075872171885,2.5369770599084995e+18,4.2469103235874123e-07,1.2755551052372642e-12
54,84.34971739252042,2.5138508384572467e+18,4.208196931109817e-07,1.2639275780108032e-12
55,84.16509686228194,2.497380360110296e+18,4.1806252807265805e-07,1.25564646145159e-12
56,84.06798582105381,2.488745777726618e+18,4.1661709533128235e-07,1.251305119223809e-12
57,83.98920811293604,2.4817559340707666e+18,4.15446992548273e-07,1.2477907276666567e-12
58,83.830362708454,2.46770161304204e+18,4.130942932664725e-07,1.2407244198067494e-12
59,83.70250495296938,2.4564276377681347e+18,4.1120702503944547e-07,1.2350560292863135e-12
